party,state,pc_name,candidate,Sum of total_votes,Sum of total_electors
BARESP,Maharashtra,Chandrapur,Madavi Dashrath Pandurang,3103,1910188
BARESP,Maharashtra,Dhule,Sitaram Baga Wagh,2035,1908173
BARESP,Maharashtra,Hatkanangle,Prof. Dr. Prashant Gangawane,1744,1776555
BARESP,Maharashtra,Hingoli,Asadkhan Mohammadkhan,1431,1733729
BARESP,Maharashtra,Jalna,Pramod Baburao Kharat,1062,1867220
BARESP,Maharashtra,Kalyan,Haresh Sambhaji Bramhane,722,1965676
BARESP,Maharashtra,Kolhapur,Dayanand Maruti Kamble,1570,1880496
BARESP,Maharashtra,Latur,Arun Ramrao Sontakke,5208,1886657
BARESP,Maharashtra,Madha,Er. Ramchandra Mayyappa Ghutukade,1083,1909574
BARESP,Maharashtra,Maval,SUNIL BABAN GAIKWAD,1755,2298080
BARESP,Maharashtra,Mumbai   South,Hamir kalidas Vinjuda,496,1554176
BARESP,Maharashtra,Mumbai North East,Adv. Vijay Janardan Shiktode,463,1588693
BARESP,Maharashtra,Mumbai South central,Adv. More Yogesh Vitthal,708,1440380
BARESP,Maharashtra,Nagpur,ADV. (DR.) MANE SURESH,3412,2161096
BARESP,Maharashtra,Nanded,Sonsale Sunil Manoharrao,661,1719322
BARESP,Maharashtra,Nashik,Sanjay Sukhdev Ghodke,899,1885064
BARESP,Maharashtra,Parbhani,ADV. YASHWANT RAMBHAU KASBE,1627,1985228
BARESP,Maharashtra,Pune,Chincholikar Jayant Eknath,343,2075824
BARESP,Maharashtra,Ratnagiri - sindhudurg,Rajesh Dilipkumar Jadhav,9565,1455577
BARESP,Maharashtra,Satara,DILIP SHRIRANG JAGTAP,5055,1848489
BARESP,Maharashtra,Shirdi,ADV. PRAKASH KACHARU AAHER,1507,1587079
BARESP,Maharashtra,Shirur,Somnath Hiraman Mali,743,2175529
BARESP,Maharashtra,Thane,JADHAV PRABHAKAR ANANT,686,2370903
BARP,Telangana,Mahabubabad,Balsingh Daravath,5908,1424385
BARP,Telangana,Secundrabad,CHALLA RAM KALYAN,1297,1968276
BARP,Telangana,Zahirabad,KALESH,6339,1498666
BARP,Uttar Pradesh,Mathura,DINESH GAUTAM,2363,1807893
BaSaP,Uttar Pradesh,Bansgaon,ARJUN,2896,1760090
BaSaP,Uttar Pradesh,Ghosi,KUMAR,2949,1891112
BaSaPa,Jharkhand,Chatra,RAMANAND DAS,2701,1425218
BaSaPa,Uttarakhand,Hardwar,Narendra Chauhan,937,1840738
BaVaP,Uttar Pradesh,Kairana,GOPALKUMAR GANESHU KASHYAP,1376,1531767
BaVaP,Uttar Pradesh,Kannauj,RAMA DEVI,984,1874824
BaVaP,Uttar Pradesh,Pratapgarh,NIRMALA DEVI,2766,1716394
BAWPA,Uttar Pradesh,Dhaurahra,ANIL KUMAR ' RAJVANSHI',9288,1644674
BAWPA,Uttar Pradesh,Hardoi,Mahendra Pal Verma,2253,1807119
BAWPA,Uttar Pradesh,Kheri,Ram Jeevan,1078,1770699
BAWPA,Uttar Pradesh,Sitapur,Geeta Devi,1441,1666126
BBC,Bihar,Begusarai,RAJKISHORE PRASAD ALIAS PAPPU YADAV,3344,1778759
BBC,Bihar,Jahanabad,AVINASH KUMAR,2598,1588454
BBC,Bihar,Katihar,BASUKINATH SAH,2633,1653353
BBC,Bihar,Munger,SONELAL KORA,7162,1888025
BBC,Bihar,Pataliputra,VINOD DAS,1785,1925479
BBC,Bihar,Valmiki Nagar,SHIV KUMAR CHAUDHARY,4825,1665502
BBC,Gujarat,Navsari,ASLAM,3853,1764622
BBC,Gujarat,Navsari,PASVAN VIRENDRA,497,1971658
BBKD,Karnataka,Bidar,RAJAMABI DASTAGIR,1208,1775095
BBKD,Karnataka,Gulbarga,RAJKUMAR,951,1945765
BBKD,Maharashtra,Osmanabad,Annasaheb Ramchandra Rathod,1901,1889740
BBKD,Maharashtra,Parbhani,SANTOSH GOVIND RATHOD,2009,1985228
BBKD,Maharashtra,Shirur,Sanjay Baba Bansode,615,2175529
BBM,Karnataka,Bijapur,RUDRAPPA DEYAPPA CHALAWADI,3216,1797587
BBM,Karnataka,Chikkodi,APPASAHEB SHRIPATI KURANE,2755,1612556
BBM,Maharashtra,Akola,AMBEDKAR PRAKASH YASHVANT,238776,1672643
BBM,Maharashtra,Beed,KANUMURU RAGHU RAMA KRISHNA RAJU,3163,1792652
BBM,Maharashtra,Bhandara - gondiya,KUMAR,1955,1655852
BBM,Maharashtra,Bhiwandi,COMRADE YOGESH KRISHNARAO THAKARE,3058,1696584
BBM,Maharashtra,Dindori,PRABHAT ROY,5578,1530208
BBM,Maharashtra,Hatkanangle,SANDIP LAXMAN SAKAT,5186,1630604
BBM,Maharashtra,Hingoli,SANTOSH RATHOD,9577,1586194
BBM,Maharashtra,Kalyan,RAMU MANDI,1869,1922034
BBM,Maharashtra,Kolhapur,KUMAR,7067,1758293
BBM,Maharashtra,Mumbai North,LAXMAN KUMAR,1539,1783870
BBM,Maharashtra,Mumbai North East,PROF. AVINASH DOLAS,8833,1668357
BBM,Maharashtra,Nanded,RAM CHANDRA,4206,1687057
BBM,Maharashtra,Nandurbar,ARJUN,4712,1672943
BBM,Maharashtra,Osmanabad,MILIND KAMBLE,3725,1759186
BBM,Maharashtra,Palghar,MOHAN,6691,1578149
BBM,Maharashtra,Parbhani,MD. MATIN,8006,1803792
BBM,Maharashtra,Pune,NANA KSHIRSAGAR,1797,1835835
BBM,Maharashtra,Ramtek,SANDEEP,2640,1677266
BBM,Maharashtra,Satara,CHANDRAKANT TATU KHANDAIT,12270,1719998
BBM,Maharashtra,Shirdi,RAMJI,3193,1462267
BBM,Maharashtra,Solapur,KUMAR,2458,1702739
BBM,Maharashtra,Thane,GOPINATH SAKHARAM MHASKE,2412,2073251
BBM,Maharashtra,Yavatmal-Washim,MOHAN,22143,1755292
BBMP,Bihar,Gaya (SC),KUMAR,5924,1501521
BBMP,Bihar,Gaya (SC),Sunil Paswan,9894,1704596
BBMP,Bihar,Nalanda,UMESH PASWAN,4236,1951967
BBPP,Uttar Pradesh,Bulandshahr,SATISH,1268,1787925
BBPSP,Madhya Pradesh,KHAJURAHO,PULAPAKA RAJA SEKHAR,1679,1702833
BC,Madhya Pradesh,KHAJURAHO,MADHU YATTAPU,1936,1702833
BC,Uttar Pradesh,Hamirpur,SHRIPAD YESSO NAIK,3435,1737993
BCBDP,Telangana,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,596,3183083
BCP,Uttarakhand,Nainital-udhamsingh Nagar,KHASHTI SUYAL,802,1610811
BCUF,Andhra Pradesh,Nandyal,D. MAHAMMAD RAFI .,649,1603220
BCUF,Telangana,Nizamabad,ABDUL WAHID KHAN,4791,1496193
BCUF,Telangana,Peddapalle,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,2245,1425355
BDBRAJP,Karnataka,Bangalore South,B. GEETHA,428,1998724
BDBRAJP,Karnataka,Hassan,G. MANJUNATHA,3536,1561486
BDBRAJP,Karnataka,Kolar,RAVI,1144,1492977
BDBRAJP,Karnataka,Koppal,THIMMAPPA UPPAR,2459,1535105
BDBRAJP,Karnataka,Mandya,K.MAHADEVAPPA,1423,1669262
BDBRAJP,Tamil Nadu,Vellore,"GEORGE, V.A.",491,1312259
BDJS,Kerala,Alathur,T.V.BABU,89837,1266794
BDJS,Kerala,Idukki,BIJU KRISHNAN,78648,1204191
BDJS,Kerala,Mavelikkara,THAZHAVA SAHADEVAN,133546,1308102
BDJS,Kerala,Wayanad,Thushar Vellappally,78816,1359679
BDlP,Bihar,Banka,NEELU DEVI,2331,1699394
BDlP,Bihar,Bhagalpur,SUSHIL KUMAR DAS,4764,1823820
BDlP,Bihar,Jamui (SC),AJAY KUMAR,8281,1718814
BDPty,Uttar Pradesh,Kairana,Sheshraj,472,1666703
BED,Bihar,Gopalganj (SC),SURENDRA RAM,16680,1654838
BED,Bihar,Nawada,PRAMENDRA KUMAR,1650,1694895
BED,Bihar,Pataliputra,DINA SAW,8184,1736074
BED,Bihar,Saran,RAJESH KUMAR,9747,1538740
BED,Bihar,Siwan,KINJARAPU RAM MOHAN NAIDU,11757,1563860
BED,Bihar,Valmiki Nagar,AMAR SINGH MAHAUR,35888,1456598
BED,Uttar Pradesh,Deoria,RAM PRAVESH RAJAK,6408,1806926
BEMP,Bihar,Banka,MUKESH KUMAR SINGH,2405,1549456
BEMP,Bihar,Purnia,SYED MUKARRAM,6324,1582626
BEPP,Maharashtra,Osmanabad,Deepak Mahadav Tate,1434,1889740
BGanP,Assam,Barpeta,Santanu Mukherjee,5408,1685149
BGanP,Assam,Gauhati,AVIJIT CHAKRABORTY,2351,2181319
BGanP,Assam,Mangaldoi,BIREN BASAK,2524,1800237
BGanP,Assam,Nowgong,Sukanta Mazumdar,2756,1794648
BGTD,NCT OF Delhi,CHANDNI CHOWK,DURGESH SINGH CHAUHAN,290,1447230
BGTD,Punjab,Amritsar,BALBIR SINGH,827,1477262
BGTD,Punjab,Firozpur,BALWINDER SINGH,681,1522111
BGTD,Punjab,Gurdaspur,MUNNA SINGH,1785,1500337
BGTD,Punjab,Patiala,RANJIT KUMAR,2178,1580273
BHABHAPA,Uttar Pradesh,Aligarh,SANJAY BALMIKI,836,1887127
BHABHAPA,Uttar Pradesh,Shahjahanpur,Dharmvir Balmiki,1159,2114201
BHAIP,Bihar,Saran,Juned Khan,1613,1667253
BHAIP,NCT OF Delhi,EAST DELHI,AMANULLAH AHMED,512,2039302
BHAIP,NCT OF Delhi,SOUTH DELHI,MATHEWS,1139,2067463
BhAmAP,Bihar,Pataliputra,SHAILESH KUMAR,9628,1925479
BHAPRAP,Bihar,Nalanda,Surendra Singh,2973,2114809
BHAPRAP,Bihar,Sheohar,Nabi Hussain,1992,1686215
BHAPRAP,Chandigarh,CHANDIGARH,SHARMILA JOHARI,531,646729
BHAPRAP,Chhattisgarh,DURG,PITAMBAR LAL NISHAD,775,1940269
BHAPRAP,Haryana,Bhiwani-Mahendragarh,Mohd Irfan,1601,1654317
BHAPRAP,Haryana,Hisar,SANDEEP,521,1631817
BHAPRAP,Haryana,Kurukshetra,RAJ KUMARI,507,1657335
BHAPRAP,Haryana,Rohtak,IMRAN,369,1737133
BHAPRAP,Haryana,Sonipat,SUDHIR KUMAR,1589,1592611
BHAPRAP,Jharkhand,Hazaribagh,KRISHAN KUMAR SINGH,1690,1667465
BHAPRAP,Jharkhand,Jamshedpur,Asjadullah Imran,1789,1703279
BHAPRAP,Karnataka,Bellary,NAVEEN KUMAR. S,1402,1751734
BHAPRAP,Karnataka,Bidar,MOHAMMED ABDUL WAKEEL,970,1775095
BHAPRAP,Madhya Pradesh,BALAGHAT,RAJAN MASIH,2022,1767725
BHAPRAP,Madhya Pradesh,BHIND,ROOP SINGH,816,1765334
BHAPRAP,Madhya Pradesh,BHOPAL,BHAURAO VITHOBA FULZELE,538,2142861
BHAPRAP,Madhya Pradesh,DAMOH,VIKAS NAGVANSHI,1499,1768777
BHAPRAP,Madhya Pradesh,DEWAS,PRAVIN SHANTARAM GANGURDE,9818,1760503
BHAPRAP,Madhya Pradesh,GWALIOR,JITENDRA JAIN AND AKASH,1105,2000744
BHAPRAP,Madhya Pradesh,MORENA,BHANTE SANGH RATAN,800,1837723
BHAPRAP,Maharashtra,Aurangabad,Mohammad Jaqeer Abdul Qadar,3198,1886284
BHAPRAP,Maharashtra,Bhiwandi,KISHOR RAMBHAUJI KINKAR,900,1890100
BHAPRAP,Maharashtra,Kalyan,Dr. Suresh Abhiman Gawai,843,1965676
BHAPRAP,Maharashtra,Mumbai North,Chhannu Sahadewrao Sontakkey,274,1647350
BHAPRAP,Maharashtra,Shirur,Nitin Murlidhar Kuchekar,607,2175529
BHAPRAP,NCT OF Delhi,CHANDNI CHOWK,SAMEER MIRZA,424,1562283
BHAPRAP,NCT OF Delhi,NORTH EAST DELHI,MOHD. IRFAN,1746,2290492
BHAPRAP,Odisha,Cuttack,SOMIYA RANJAN DAS,1409,1518996
BHAPRAP,Odisha,Sambalpur,ASHUTOSH KUMAR HANUMAN,2058,1468530
BHAPRAP,Punjab,Faridkot,Parminder Singh,810,1541971
BHAPRAP,Punjab,Fatehgarh Sahib,VINOD KUMAR,1122,1502861
BHAPRAP,Punjab,Jalandhar,Gurupal Singh,500,1617018
BHAPRAP,Punjab,Ludhiana,BALJIT SINGH,1640,1683325
BHAPRAP,Punjab,Sangrur,BALWINDER SINGH SANDHU,879,1529431
BHAPRAP,Uttar Pradesh,Ambedkar Nagar,Ayodhya,5472,1785657
BHAPRAP,Uttar Pradesh,Amethi,Durgesh Singh,958,1743515
BHAPRAP,Uttar Pradesh,Barabanki,Kalpana Rawat,1049,1816830
BHAPRAP,Uttar Pradesh,Faizabad,SHER AFGAN,1337,1821785
BHAPRAP,Uttar Pradesh,Gonda,ASMAN DATT MISHRA,3734,1770248
BHAPRAP,Uttar Pradesh,Jaunpur,SHYAMLAL,1731,1867976
BHAPRAP,Uttar Pradesh,Kaiserganj,SANTOSH,2166,1805946
BHAPRAP,Uttar Pradesh,Lalganj,Chandrashekhar,1608,1751980
BHAPRAP,Uttar Pradesh,Machhlishahr,Nandlal,1491,1848306
BHAPRAP,Uttar Pradesh,Mirzapur,Adesh Tyagi,7921,1845150
BHAPRAP,Uttar Pradesh,Robertsganj,SUNIL KUMAR,5793,1723538
BHAPRAP,Uttar Pradesh,Sambhal,RAM CHANDRA,645,1828764
BHAPRAP,Uttar Pradesh,Sitapur,Abu bakar,1828,1666126
BHAPRAP,Uttar Pradesh,Sultanpur,NASIR ALI,1246,1775196
BHAPRAP,Uttar Pradesh,Unnao,Chedi Lal,3090,2191465
BHAPRAP,Uttar Pradesh,Varanasi,AMRESH MISHRA,555,1856791
BHAPRAP,West Bengal,Kolkata Uttar,MD IMTIAZ KHAN,418,1444082
BHAPRAP,West Bengal,Tamluk,Motyar Rahaman,1341,1694646
BhaRP,Chandigarh,CHANDIGARH,SARABJEET SINGH SOHAL,461,646729
BHAZS,Jharkhand,Hazaribagh,JAGAT KUMAR SONI,1527,1667465
BHBHP,Chhattisgarh,BILASPUR,SHAMBHU PRASAD SHARMA,1960,1876953
BHBHP,Chhattisgarh,KORBA,RAJESH PANDEY,3085,1508840
BHBHP,Karnataka,Uttara Kannada,MANJUNATH SADASHIV,1685,1556599
BHBP,Chhattisgarh,RAIPUR,Banmali Chhura,1069,2111738
BHBP,Jammu & Kashmir,Jammu,MEHAR SINGH,2013,1848155
BHBP,Jammu & Kashmir,Udhampur,HARI LAL,1971,1469072
BHBP,NCT OF Delhi,NEW DELHI,LAKSHMI,366,1490147
BHBP,NCT OF Delhi,SOUTH DELHI,MUNNA SINGH,303,1752748
BhBSP,Uttar Pradesh,Moradabad,ROOPCHAND SINGH,948,1958939
BhBSP,Uttar Pradesh,Muzaffarnagar,S.S.K.S. Gangwal,1262,1698003
BHHF,Uttar Pradesh,Sambhal,ILYAS,4081,1828764
BHHF,Uttar Pradesh,Sultanpur,RISHABH SHRIVASTAVA,2427,1775196
BhJaSP,Punjab,Hoshiarpur,ROOP SINGH,2158,1485286
BhJaSP,Punjab,Jalandhar,PABAN SINGH GHATOWAR,1178,1551497
BHJMP,Madhya Pradesh,SATNA,DR. RAJENDRA TRIPATHI,1055,1575064
BHMP,West Bengal,Kolkata Uttar,JOYDEB DAS,480,1444082
BHMP,West Bengal,Purulia,UTTAM TANTUBAY,6031,1645884
BhNaP,Madhya Pradesh,GWALIOR,VIKAS KUMAR PRASAD,1408,1876965
BHNKP,Uttar Pradesh,Lucknow,RAMPHAL RAWAT,502,1949956
BhNP,Bihar,Muzaffarpur,Shiva Bihari Singhania,5674,1730553
BhNP,Uttar Pradesh,Varanasi,SHIVHARI AGARWAL,2000,1766487
bhp,Rajasthan,Sikar,RAMESH KUMAR SHARMA,1635,1769882
BHPP,Karnataka,Bidar,HATTARKI YASHWANTHRAO SHIVARAYA,1414,1600962
BHPP,Karnataka,Gulbarga,SHANKAR JADHAV,4526,3667755
BhSMP,Haryana,Hisar,SOM PARKASH,1471,1517606
BhSMP,Haryana,Sirsa,BALWANT SINGH KHALSA,2201,1660557
BhSMP,Punjab,Faridkot,PROBHU LAL VAISNAVA,1512,1455075
BhSMP,Punjab,Patiala,DAVINDER SINGH,1177,1580273
BhSMP,Rajasthan,Churu,SHYOPAT RAM,2330,1753825
BhSMP,Rajasthan,Ganganagar,BALWANT SINGH KHALSA,5364,1718414
BhSMP,Rajasthan,Jhunjhunu,BHAN SINGH,1885,1697470
BHSSP,Madhya Pradesh,MANDLA,RAVI,4956,1824702
BHTJP,Haryana,Bhiwani-Mahendragarh,Bhai Surender Dhanak,940,1654317
BHTJP,Haryana,Hisar,DARA SINGH,1269,1631817
BHTJP,Punjab,Faridkot,Om Parkash,3035,1541971
BHTJP,Punjab,Sangrur,MANISH KUMAR,1966,1529431
BIP,Bihar,Nalanda,BAIDYANATH PRASAD MAHTO,4600,1951967
BIP,Bihar,Nalanda,Dinanath Pandey,2231,2114809
BIP,Haryana,Kurukshetra,COLONEL DHARAM PAL SINGH RAGHAVA,762,1498459
BJAZP,Bihar,Sheohar,Anand Kumar Maurya,1814,1686215
BJAZP,Maharashtra,Madha,Keskar Maruti Shivram,6607,1909574
BJD,Odisha,Aska,Pramila Bisoyi,552749,1541145
BJD,Odisha,Balasore,RABINDRA KUMAR JENA,470902,1531781
BJD,Odisha,Bargarh,Prasanna Acharya,517306,1596290
BJD,Odisha,Berhampur,CHANDRA SEKHAR SAHU,443843,1502455
BJD,Odisha,Bhadrak,MANJULATA MANDAL,513045,1661661
BJD,Odisha,Bhubaneswar,Arup Mohan Patnaik,463152,1699678
BJD,Odisha,Bolangir,Kalikesh Narayan Singh Deo,478570,1744446
BJD,Odisha,Cuttack,BHARTRUHARI MAHTAB,524592,1518996
BJD,Odisha,Dhenkanal,MAHESH SAHOO,522884,1504403
BJD,Odisha,Jagatsinghpur,RAJASHREE MALLICK,619985,1643595
BJD,Odisha,Jajpur,SARMISTHA SETHI,544020,1475007
BJD,Odisha,Kalahandi,PUSPENDRA SINGH DEO,406260,1611056
BJD,Odisha,Kandhamal,ACHYUTANANDA SAMANTA,461679,1288666
BJD,Odisha,Kendrapara,Anubhav Mohanty,630179,1710916
BJD,Odisha,Keonjhar,Chandrani Murmu,526359,1516688
BJD,Odisha,Koraput,KAUSALYA HIKAKA,367516,1434384
BJD,Odisha,Mayurbhanj,DR DEBASHIS MARNDI,458556,1493205
BJD,Odisha,Nabarangpur,RAMESH CHANDRA MAJHI,392504,1461004
BJD,Odisha,Puri,PINAKI MISRA,538321,1562331
BJD,Odisha,Sambalpur,NALINI KANTA PRADHAN,464608,1468530
BJD,Odisha,Sundargarh,Sunita Biswal,276991,1531525
bjdi,NCT OF Delhi,CHANDNI CHOWK,MOHAMMAD ATAHAR HUSAIN,272,1447230
bjdi,NCT OF Delhi,NEW DELHI,ANAND KUMAR JHA,388,1490147
bjdi,NCT OF Delhi,NORTH EAST DELHI,DAN BAHADUR YADAV,435,2290492
bjdi,NCT OF Delhi,WEST DELHI,RAKESH KUMAR,458,2039410
BJJD,Bihar,Purnia,PRABHU NARAYAN,4664,1582626
BJKD,Bihar,Maharajganj,Aravind Kumar Sharma,8006,1807768
BJKD,Bihar,Nalanda,ANIL KUMAR,8086,2114809
BJKD,Bihar,Pataliputra,AVINASH KUMAR,5854,1736074
BJKD,Bihar,Pataliputra,INDU DEVI MISHRA,6295,1925479
BJKD,Bihar,Patna Sahib,BASANT SINGH,1027,2146008
BJKD,Bihar,Patna Sahib,RAKESH KEWAT,2687,1946249
BJKD,Jharkhand,Hazaribagh,BHAWESH KUMAR MISHRA,1842,1667465
BJKD,Karnataka,Bidar,SANTOSH RATHOD,3344,1775095
BJKD,Uttar Pradesh,Dhaurahra,AJAY KUMAR SINHA,6144,1558041
BJKD,Uttar Pradesh,Varanasi,Dr. RAKESH PRATAP,907,1856791
BJKVP,Bihar,Darbhanga,RAMESH PRASAD,2929,1495445
BJKVP,Bihar,Hajipur (SC),KUMAR,3711,1649547
BJKVP,Bihar,Hajipur (SC),RAJGIR PASWAN,11199,1823664
BJKVP,Bihar,Muzaffarpur,ADVOCATE RAKESH KUMAR SHUKLA,2299,1551363
BJKVP,Bihar,Muzaffarpur,Devendra Rakesh,7709,1730553
BJKVP,Bihar,Purvi Champaran,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,4893,1439253
BJKVP,Bihar,Purvi Champaran,Shatrughna Tiwari,4704,1658672
BJKVP,Bihar,Sheohar,Jagdish Prasad,4563,1686215
BJKVP,Bihar,Sitamarhi,KUMAR,4501,1574914
BJKVP,Bihar,Sitamarhi,Surendra Kumar,4240,1752454
BJKVP,Bihar,Ujiarpur,Jay Narayan Sah,4724,1612300
BJKVP,Bihar,Vaishali,JAYNARAYAN SAH,3191,1566321
BJKVP,Bihar,Vaishali,Reshami Devi,3767,1735983
BJM,NCT OF Delhi,EAST DELHI,KONDA PRAVEEN KUMAR,325,1829578
BJNP,Uttar Pradesh,Ballia,ARVIND,4025,1822625
BJNP,Uttar Pradesh,Etawah,AJAY KUMAR,855,1757984
BJNP,Uttar Pradesh,Ghazipur,Dr. RAJESH KUMAR SINGH,1232,1881077
BJNP,Uttar Pradesh,Mainpuri,RAJAT KUMAR,623,1723236
BJP,Andaman & Nicobar Islands,Andaman & Nicobar Islands,BHOLA RAY,90969,269360
BJP,Andaman & Nicobar Islands,Andaman & Nicobar Islands,VISHAL JOLLY,93901,318471
BJP,Andhra Pradesh,Amalapuram,AYYAJI VEMA MANEPALLI,11534,1459556
BJP,Andhra Pradesh,Anakapalli,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),13276,1521363
BJP,Andhra Pradesh,Anantapur,HAMSA DEVINENI,7604,1664160
BJP,Andhra Pradesh,Aruku,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,17867,1451418
BJP,Andhra Pradesh,Bapatla,CHALLAGALI KISHORE KUMAR,10351,1468671
BJP,Andhra Pradesh,Chittoor,JAYARAM DUGGANI,10496,1566499
BJP,Andhra Pradesh,Eluru,CHINNAM RAMA KOTAYYA,8412,1594950
BJP,Andhra Pradesh,Guntur,Jayaprakash Narayana Valluru,11841,1706119
BJP,Andhra Pradesh,Hindupur,MITTA PARTHASARATHI,13805,1578218
BJP,Andhra Pradesh,Kadapa,Sri Rama Chandra Singareddy,4085,1570330
BJP,Andhra Pradesh,Kakinada,YALLA VENKATA RAMA MOHAN RAO (DORABABU),9596,1563930
BJP,Andhra Pradesh,Kurnool,Dr. PARTHASARATHI VALMIKI,24418,1573009
BJP,Andhra Pradesh,Machilipatnam,GUDIVAKA RAMANJANEYULU (ANJI BABU),6481,1473347
BJP,Andhra Pradesh,Nandyal,ADINARAYANA INTY,9066,1603220
BJP,Andhra Pradesh,Narasaraopet,KANNA LAKSHMI NARAYANA,15486,1670391
BJP,Andhra Pradesh,Narsapuram,PYDIKONDALA MANIKYALA RAO,12414,1439691
BJP,Andhra Pradesh,Nellore,Sannapureddy Suresh Reddy,12513,1672845
BJP,Andhra Pradesh,Ongole,THOGANTI SREENIVASULU,8229,1556469
BJP,Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,12334,1534256
BJP,Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,8390,1553860
BJP,Andhra Pradesh,Tirupati,Bommi Srihari Rao,16125,1650453
BJP,Andhra Pradesh,Vijayawada,KILARU DILEEP,18504,1652994
BJP,Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,33892,1829300
BJP,Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,7266,1503980
BJP,Arunachal Pradesh,ARUNACHAL EAST,TAPIR GAO,259860,652492
BJP,Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,395163,910415
BJP,Assam,Autonomous District,HOREN SING BEY,381316,795945
BJP,Assam,Autonomous District,KINJARAPU RAM MOHAN NAIDU,189057,702230
BJP,Assam,Barpeta,MOHAN,352361,1430188
BJP,Assam,Dhubri,DR. KALIDAS PRAKASH VAINGANKAR,298985,1550166
BJP,Assam,Dibrugarh,RAMESWAR TELI,1153947,2438624
BJP,Assam,Gauhati,PANTHAGADA VIJAYA CHAKRAVARTHY,764985,1922270
BJP,Assam,Gauhati,QUEEN OJA,1008936,2181319
BJP,Assam,Jorhat,RAMESH PRASAD,456420,1189486
BJP,Assam,Jorhat,TOPON KUMAR GOGOI,543288,1365035
BJP,Assam,Kaliabor,KUMAR,349441,1457219
BJP,Assam,Karimganj,KRIPANATH MALLAH,473046,1340173
BJP,Assam,Karimganj,NAMBALLA KRISHNA MOHAN,260772,1165997
BJP,Assam,Lakhimpur,PRADAN BARUAH,776406,1708013
BJP,Assam,Lakhimpur,SARBANANDA SONOWAL,612543,1431080
BJP,Assam,Mangaldoi,DILIP SAIKIA,735469,1800237
BJP,Assam,Mangaldoi,RAMEN DEKA,486357,1515676
BJP,Assam,Nowgong,RAJEN GOHAIN,494146,1523881
BJP,Assam,Nowgong,Sri Rupak Sharma,722972,1794648
BJP,Assam,Silchar,KABINDRA PURKAYASTHA,301210,1060175
BJP,Assam,Silchar,RAJDEEP ROY,499414,1195720
BJP,Assam,Tezpur,GAYA RAM,446511,1259568
BJP,Assam,Tezpur,PALLAB LOCHAN DAS,684166,1499639
BJP,Bihar,Araria,PRADEEP KUMAR SINGH,879908,3392771
BJP,Bihar,Arrah,R. K. Singh,566480,2089353
BJP,Bihar,Arrah,RAJIV KUMAR SINGH,391074,1824515
BJP,Bihar,Aurangabad,SUSHIL KUMAR SINGH,735662,3279036
BJP,Bihar,Banka,PUTUL KUMARI,275006,1549456
BJP,Bihar,Begusarai,BHOLA SINGH,428227,1778759
BJP,Bihar,Begusarai,Giriraj Singh,692193,1958382
BJP,Bihar,Bhagalpur,SYED MUKARRAM,358138,1685339
BJP,Bihar,Buxar,Ashwini Kumar Choubey,473053,1829373
BJP,Bihar,Buxar,KUMAR,319012,1640671
BJP,Bihar,Darbhanga,Gopal Jee Thakur,586668,1654811
BJP,Bihar,Darbhanga,KIRTI AZAD,314949,1495445
BJP,Bihar,Gaya (SC),BOLISETTY HARI BABU,326230,1501521
BJP,Bihar,Gopalganj (SC),KINJARAPU RAM MOHAN NAIDU,478773,1654838
BJP,Bihar,Jhanjharpur,KUMAR,335481,1668405
BJP,Bihar,Katihar,KUMAR,316552,1446478
BJP,Bihar,Kishanganj,KUMAR,298849,1438990
BJP,Bihar,Madhepura,VINAY KUMAR SINGH,252534,1725693
BJP,Bihar,Madhubani,ASHOK KUMAR YADAV,595843,1792798
BJP,Bihar,Madhubani,S.V.P. YADAV,358040,1627832
BJP,Bihar,Maharajganj,"Janardan Singh 'Sigriwal""",546352,1807768
BJP,Bihar,Maharajganj,MUNNA SINGH,320753,1642068
BJP,Bihar,Muzaffarpur,AJAY KUMAR MANDAL,469295,1551363
BJP,Bihar,Muzaffarpur,Ajay Nishad,666878,1730553
BJP,Bihar,Nawada,PABAN SINGH GHATOWAR,390248,1694895
BJP,Bihar,Paschim Champaran,DR. SANJAY JAISWAL,974938,3046972
BJP,Bihar,Pataliputra,RAM KRIPAL YADAV,892819,3661553
BJP,Bihar,Patna Sahib,RAVI SHANKAR PRASAD,607506,2146008
BJP,Bihar,Patna Sahib,SHATRUGHAN SINHA,485905,1946249
BJP,Bihar,Purnia,UDAY SINGH ALIAS PAPPU SINGH,302157,1582626
BJP,Bihar,Purvi Champaran,RADHA MOHAN SINGH,978239,3097925
BJP,Bihar,Saran,RAJIV,355120,1538740
BJP,Bihar,Saran,Rajiv Pratap Rudy,499986,1667253
